"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"11","HSD17B8_TARGET_GENES",4.38968558884856e-16,5.10708563365467e-13,1.03769615548758,0.49611805278008,2.79781091021035,158,"BUB1; NCAPH; ESCO2; HMMR; ASPM; CKAP5; SMC4; BUB1B; FBXO5; NUF2; H2AX; DLGAP5; CEP55; ANLN; MIS18BP1; SHCBP1; ATAD5; SGO2; HMGB1; PBK; KIF23; PLK4; SPC25; BRIP1; HMGB2; CENPE; NCAPG; SMC2; POLQ; DZIP3; PRR11; FANCI; CEP192; E2F8; C5orf34; DIAPH3; RECQL; NCAPG2; RTKN2; SPAG5; BIRC5; CDK1; FKBP3; EXO1; UBE2T; TTK; CDCA2; FAM111A; RRM1; DEPDC1; MYBL1; KIF14; NEK2; ATAD2; TCEA1; CENPA; BLM; MNS1; CIP2A; PRC1; KIF2C; MKI67; FANCD2"
"12","KANG_DOXORUBICIN_RESISTANCE_UP",2.44574888613903e-10,5.85828792021066e-08,0.814035837847908,0.689538598384844,2.79349407379336,36,"KIF4A; BUB1; HMMR; ASPM; BUB1B; PBK; PLK4; HMGB2; NCAPG; POLQ; FANCI; NCAPG2; BIRC5; CDK1; TPX2; RRM1; ATAD2; CENPA; NUSAP1; PRC1; MKI67"
"13","FISCHER_G2_M_CELL_CYCLE",1.17040086409079e-13,6.80838902653956e-11,0.943632225232838,0.525457672164361,2.77120371248131,109,"BUB1; NCAPH; CKAP2; RAD21; HMMR; KIF11; ASPM; CKAP5; BUB1B; NUF2; H2AX; CEP55; ANLN; SHCBP1; SGO2; PBK; DBF4; KIF23; PLK4; HMGB2; CENPE; MPHOSPH9; POLQ; DZIP3; SLCO1B3; SAP30; SPAG5; BIRC5; CDK1; PPP1R10; ARL6IP1; TPX2; TTK; CDCA2; DEPDC1; KIF14; NEK2; CENPA; NUSAP1; PRC1; KIF2C; MKI67; H1-0; MELK; ZNF587; DEPDC1B; GTSE1; TJP1; KIF20A; TGIF1; HP1BP3"
"14","KONG_E2F3_TARGETS",9.32259937021055e-11,2.81197219522203e-08,0.839088935621274,0.604828750940417,2.75975284740818,57,"BUB1; NASP; NCAPH; HMMR; KIF11; BUB1B; NUF2; H2AX; DLGAP5; SHCBP1; PRIM1; PBK; SPC25; HMGB2; NCAPG; SMC2; NCAPD2; SPDL1; NCAPG2; UBE2T; TPX2; PSIP1; FAM111A; DEPDC1; NUSAP1; PRC1; KIF2C; MKI67; MELK; BRCA1; KIF20A; TAF1D; CCNB1; FBXO45; TK1"
"15","SHEPARD_CRASH_AND_BURN_MUTANT_DN",3.5005797160413e-11,1.18786338364335e-08,0.851339057116899,0.567027409858117,2.72493969770631,72,"CKAP2; KIF11; ASPM; BUB1B; FBXO5; DLGAP5; CEP55; ANLN; SHCBP1; KIF23; PLK4; PRR11; PUM1; NOVA2; MTUS1; PHF20L1; BIRC5; CDK1; TNRC6C; SKI; TPX2; TTK; CDCA2; BMS1; KIF14; PRC1; KIF2C; MKI67; DDX17; NDUFB3; MELK; PARPBP; GTSE1; LMNB2"
"16","GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP",2.39694381199612e-19,3.90414208097928e-16,1.13308993200902,0.459845365664873,2.71914078164951,230,"KIF4A; BUB1; NASP; NCAPH; CKAP2; ESCO2; HMMR; KIF11; ASPM; CKAP5; SMC4; BUB1B; FBXO5; CCDC77; NUF2; H2AX; DLGAP5; CEP55; MIS18BP1; SHCBP1; ATAD5; PRIM1; VIM; PALLD; SGO2; PBK; DBF4; KIF23; PLK4; SPC25; HMGB2; CENPE; NCAPG; SMC2; NCAPD2; E2F7; SPDL1; PRR11; FANCI; CEP192; NES; FIGN; NCAPG2; SPAG5; CENPU; WDHD1; DNMT1; BIRC5; CDK1; EXO1; UBE2T; TPX2; PEG3; TTK; CDCA2; TPM1; FAM111A; RRM1; DEPDC1; MYBL1; NEK2; MRE11; ATAD2; SLC1A3; HELLS; CENPA; BLM; RIF1; MNS1; NUSAP1; CIP2A; PRC1; KIF2C; CDC45; MKI67; LPIN2; FANCD2; MELK; PARPBP; MTLN; DEPDC1B; GTSE1; LMNB2; NCL; S100A4; PLAGL1; WDR76; CCDC34; PABPC1; PMS2; LIMCH1; TMEM107; PTN; KIF20A"
"17","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",1.65087194772945e-10,4.20146910697146e-08,0.826657301178302,0.575608997223675,2.70369095446885,63,"KIF4A; BUB1; NCAPH; RAD21; SMC4; BUB1B; FBXO5; NUF2; DLGAP5; CEP55; PDS5B; SGO2; KIF23; CENPE; NCAPG; SMC2; NCAPD2; NIPBL; SPDL1; NCAPG2; SPAG5; TTK; KIF14; NEK2; NUSAP1; PRC1; KIF2C; IK"
"18","WU_APOPTOSIS_BY_CDKN1A_VIA_TP53",3.21997340807682e-09,5.29798883844098e-07,0.774939030136436,0.641720886683098,2.70053159646352,41,"BUB1; ASPM; DLGAP5; CEP55; ANLN; MIS18BP1; PBK; HMGB2; NCAPG; SMC2; SPDL1; P4HA1; FANCI; WDHD1; CDK1; EXO1; UBE2T; TPX2; TTK; RRM1; ATAD2; PRC1; MKI67; HMGB1P5"
"19","WHITEFORD_PEDIATRIC_CANCER_MARKERS",9.82460628024027e-11,2.85755691236703e-08,0.839088935621274,0.558358188004199,2.6832783840427,72,"BUB1; NASP; NCAPH; CKAP2; KIF11; SMC4; NUF2; H2AX; DLGAP5; PBK; DBF4; PLK4; CENPE; POLQ; CENPU; DNMT1; BIRC5; CDK1; UBE2T; TPX2; TTK; CDCA2; KIF14; NEK2; ATAD2; CENPA; NUSAP1; PRC1; CDC45; MKI67; MELK; ENO1; DHFR; LMNB2; CCDC34; PTTG1; CDK6; CCNB1; TK1"
"20","GOBP_CHROMOSOME_ORGANIZATION",2.32411394950054e-18,3.15459733412207e-15,1.10533657731401,0.450733279193538,2.670739896839,226,"KIF4A; ACIN1; BUB1; NASP; NCAPH; TASOR; RAD21; ESCO2; SMC4; BUB1B; FBXO5; HLTF; NUF2; H1-1; H2AX; DLGAP5; CEP55; SIN3A; PDS5B; SAMD1; SGO2; KAT6B; HMGB1; KIF23; JMJD1C; BRIP1; HMGB2; CENPE; NCAPG; SMC2; POLQ; NCAPD2; NIPBL; H1-2; SPDL1; SMARCA1; NEK7; PPM1D; RECQL; RSF1; NCAPG2; SPAG5; DNMT1; ACTL6A; CDK1; MTF2; TCF7L2; PPP1R10; EXO1; ENY2; YLPM1; SMARCA2; TTK; KDM5A; KIF14; NEK2; TSPYL4; MRE11; ATAD2; SYCP2; HELLS; CENPA; CBX5; BLM; RIF1; H2BC4; NUSAP1; PRC1; KIF2C; CDC45; KDM5B; MKI67; H1-0; EHMT1; FANCD2; YTHDC1; KMT2E; IK; ZNF830"
"21","GOBP_SISTER_CHROMATID_SEGREGATION",1.41041257835607e-10,3.70529033488123e-08,0.826657301178302,0.558666620052493,2.66913490576393,70,"KIF4A; BUB1; NCAPH; RAD21; ESCO2; SMC4; BUB1B; FBXO5; NUF2; DLGAP5; CEP55; PDS5B; SGO2; KIF23; CENPE; NCAPG; SMC2; NCAPD2; NIPBL; SPDL1; NCAPG2; SPAG5; TTK; KIF14; NEK2; MRE11; NUSAP1; PRC1; KIF2C"
"22","GOBP_MITOTIC_NUCLEAR_DIVISION",3.70916425780539e-11,1.20829734862268e-08,0.851339057116899,0.521223825139483,2.65530733288941,91,"KIF4A; BUB1; NCAPH; RAD21; KIF11; SMC4; BUB1B; FBXO5; NUF2; DLGAP5; CEP55; ANLN; PDS5B; SGO2; KIF23; CENPE; NCAPG; SMC2; NCAPD2; NIPBL; SPDL1; CEP192; RANBP1; NCAPG2; SPAG5; TPX2; TTK; CDCA2; PHIP; KIF14; NEK2; MAP9; NUSAP1; PRC1; KIF2C; MKI67; TOGARAM1; IK"
"23","GOBP_CHROMOSOME_CONDENSATION",7.71280276394536e-08,9.23721554552515e-06,0.704975715167238,0.760038162834373,2.63516656744785,19,"ACIN1; NCAPH; SMC4; H1-1; NCAPG; SMC2; NCAPD2; H1-2; NCAPG2; CDK1; NUSAP1; H1-0"
"24","SHEPARD_BMYB_TARGETS",1.35304293454818e-08,2.04058919610378e-06,0.747739663149885,0.639438922517206,2.62172002060872,38,"CKAP2; KIF11; ASPM; FBXO5; DLGAP5; ANLN; KIF23; PRR11; NOVA2; PHF20L1; BIRC5; CDK1; TPX2; TTK; CDCA2; BMS1; KIF14; PRC1; MKI67; DDX17; MELK; PARPBP; GTSE1"
"25","GOCC_CONDENSED_CHROMOSOME",1.19779827864333e-10,3.36374799354181e-08,0.826657301178302,0.533494445331024,2.61607407573456,79,"BUB1; RAD21; CKAP5; BUB1B; NUF2; H2AX; SIN3A; SGO2; ADD3; HMGB1; SPC25; HMGB2; CENPE; NCAPG; SMC2; NCAPD2; SPDL1; SPAG5; CENPU; SEPTIN2; BIRC5; TTK; NEK2; SYCP2; GPATCH11; CENPA; CBX5; BLM; RIF1; KIF2C; MKI67; FANCD2; DYNLT3; BRCA1; SEPTIN6; CLIP1; WAPL; CCNB1; CENPI; RAD50"
"26","ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR",1.88549650250306e-08,2.69394447655876e-06,0.73376198835648,0.619782372214123,2.60820851218748,41,"KIF11; FBXO5; H2AX; DLGAP5; CEP55; HMGB2; SMC2; QSER1; SAP30; E2F8; RANBP1; RTKN2; WDHD1; EXO1; UBE2T; TTK; NEK2; CENPA; NUSAP1; BRCA1; PARPBP"
"27","GOBP_DNA_PACKAGING",3.25269452261848e-09,5.29798883844098e-07,0.774939030136436,0.550732196744535,2.58684222424402,63,"ACIN1; NASP; NCAPH; TASOR; SMC4; H1-1; H2AX; SIN3A; SAMD1; KAT6B; HMGB2; NCAPG; SMC2; NCAPD2; H1-2; PPM1D; RSF1; NCAPG2; DNMT1; CDK1; TSPYL4; HELLS; RIF1; H2BC4; NUSAP1; H1-0"
"28","MARSON_BOUND_BY_E2F4_UNSTIMULATED",1.51187172452622e-14,1.11933484768559e-11,0.97599468306432,0.447397854152734,2.5803831165538,193,"KIF4A; BUB1; NASP; NCAPH; ESCO2; HSP90B1; HMMR; KIF11; ASPM; SMC4; BUB1B; FBXO5; HLTF; NUF2; H1-1; H2AX; DLGAP5; CEP55; ANLN; SHCBP1; PRIM1; SGO2; PBK; KIF23; PLK4; SPC25; BRIP1; CENPE; SMC2; POLQ; NCAPD2; MATR3; DZIP3; SPDL1; PRR11; FANCI; DIAPH3; RECQL; RANBP1; SPAG5; CENPU; DNMT1; BIRC5; CDK1; FKBP3; EXO1; TPX2; ENY2; YLPM1; HDGFL2; TTK; CDCA2; FAM111A; RRM1; DEPDC1; NEK2; MRE11; TXLNA; FANCG; HELLS; CENPA; BLM; MNS1; NUSAP1; CIP2A; PRC1; KIF2C; CDC45; MELK; SBDS; TTC32; PARPBP; RPL4; DEPDC1B; GTSE1; WDR76; CCDC34; PMS2; KIF20A; NOLC1; MCM8; MTAP; NUDCD1; RPN2; CENPI; TRIP4; NTAN1"
"29","REICHERT_MITOSIS_LIN9_TARGETS",2.89729471005037e-07,2.91303310106793e-05,0.674962860011025,0.738601616410127,2.58013869119377,20,"HMMR; ASPM; FBXO5; CEP55; KIF23; HMGB2; CENPE; NCAPD2; CDCA2; CENPA; NUSAP1; KIF2C; MKI67; KIF20A; CCNB1"
"30","GOCC_CHROMOSOME_CENTROMERIC_REGION",1.33429483761095e-09,2.65036516036673e-07,0.788186810800237,0.535136184598564,2.57168138213388,72,"BUB1; RAD21; ESCO2; CKAP5; SMC4; BUB1B; NUF2; SIN3A; MIS18BP1; PDS5B; SGO2; SPC25; CENPE; NCAPG; NCAPD2; SPDL1; ZNF618; SPAG5; CENPU; SEPTIN2; DNMT1; BIRC5; TTK; NEK2; HELLS; GPATCH11; CENPA; CBX5; KIF2C"
"31","GOBP_MEIOTIC_CHROMOSOME_SEGREGATION",3.8969495394331e-07,3.64790310909691e-05,0.674962860011025,0.720827690291554,2.55980598939048,22,"BUB1; NCAPH; RAD21; SMC4; BUB1B; NUF2; SGO2; BRIP1; SMC2; TTK; MRE11; SYCP2; FANCD2"
"32","GOBP_NUCLEAR_CHROMOSOME_SEGREGATION",4.29358241199965e-10,9.45052301711491e-08,0.814035837847908,0.506595630708788,2.55826999600606,87,"KIF4A; BUB1; NCAPH; RAD21; ESCO2; SMC4; BUB1B; FBXO5; NUF2; DLGAP5; CEP55; PDS5B; SGO2; KIF23; SPC25; BRIP1; CENPE; NCAPG; SMC2; NCAPD2; NIPBL; SPDL1; NCAPG2; SPAG5; TTK; KIF14; NEK2; MRE11; SYCP2; NUSAP1; PRC1; KIF2C; FANCD2; IK"
"33","MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN",3.44310391327051e-07,3.29889861996177e-05,0.674962860011025,0.704594107385479,2.55669100518869,23,"KIF4A; NCAPH; KIF11; CEP55; SPC25; E2F7; TPX2; CDCA2; MYBL1; MNS1; CIP2A; KIF2C; CDC45; MELK; KIF20A"
"34","FARMER_BREAST_CANCER_CLUSTER_2",3.10267894601805e-07,3.08148991906963e-05,0.674962860011025,0.677618138793287,2.55079449248399,27,"KIF4A; BUB1; KIF11; ASPM; BUB1B; CEP55; RB1CC1; CENPE; NCAPG; TPX2; NEK2; ATAD2; CENPA; NUSAP1; PRC1; MELK; KIF20A; ARMC1; PTTG1"
"35","GOBP_ORGANELLE_FISSION",8.44688348048539e-12,3.12688268477605e-09,0.875325132024659,0.475636399876069,2.54218430323415,122,"KIF4A; BUB1; NCAPH; RAD21; KIF11; ASPM; SMC4; BUB1B; FBXO5; NUF2; DLGAP5; CEP55; ANLN; PDS5B; SGO2; KIF23; BRIP1; CENPE; NCAPG; SMC2; NCAPD2; NIPBL; SPDL1; CEP192; RANBP1; NCAPG2; SPAG5; TPX2; TTK; CDCA2; PHIP; MYBL1; KIF14; NEK2; MRE11; SYCP2; MAP9; NUSAP1; PRC1; KIF2C; MKI67; FANCD2; TOGARAM1; IK"
"36","SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP",7.62783773807794e-11,2.38927348226565e-08,0.839088935621274,0.482831314207979,2.53449219374613,107,"ESCO2; KIF11; SMC4; BUB1B; NUF2; DLGAP5; CEP55; ANLN; SGO2; PBK; DBF4; KIF23; BRIP1; HMGB2; CENPE; NCAPG; MPHOSPH9; CEP135; QSER1; PRR11; FANCI; DIAPH3; ATP11C; PHF20L1; FZD7; IKBIP; CENPU; WDHD1; CDK1; MTF2; TTK; RRM1; ATAD2; LAMB1; HELLS; VASH2; RIF1; NUSAP1; PRC1; PMAIP1; MELK; PAPSS2; PARPBP; DEPDC1B; TIA1; COL5A2; MCM8; NEDD1; GBP1; ZNF195; PATL1; SFXN1; FRRS1; CKAP4"
"37","MEBARKI_HCC_PROGENITOR_FZD8CRD_UP",3.03221737609411e-14,2.05786485924254e-11,0.965327754226083,0.429834326671227,2.52405870923848,207,"KIF4A; BUB1; ESCO2; HMMR; KIF11; ASPM; SMC4; BUB1B; FBXO5; CCDC77; NUF2; H2AX; DLGAP5; CEP55; ANLN; MIS18BP1; SHCBP1; PRIM1; VIM; SGO2; PBK; KIF23; PLK4; SPC25; HMGB2; CENPE; NCAPG; POLQ; NCAPD2; CEP135; SPDL1; PRR11; FANCI; E2F8; DIAPH3; FAM111B; NES; RANBP1; NCAPG2; CENPU; WDHD1; BIRC5; CDK1; EXO1; UBE2T; TPX2; TTK; SCARA3; FAM161A; FAM111A; RRM1; KIF14; NEK2; ATAD2; FANCG; CENPA; BLM; MNS1; NUSAP1; HOXC9; PRC1; KIF2C; CDC45; MKI67; NF2; CEP76; MELK; BRCA1; PARPBP; DEPDC1B; GTSE1; DHFR; TMSB15B; WDR76; CCDC34; TUBA1C"
"38","CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP",9.187794229276e-10,1.91859990264676e-07,0.801215574617779,0.50641327813137,2.52094228458789,84,"KIF4A; KIF11; ASPM; SMC4; BUB1B; FBXO5; NUF2; DLGAP5; CEP55; ANLN; SHCBP1; SGO2; PBK; KIF23; HMGB2; CENPE; PRR11; FANCI; E2F8; MARCKSL1; BIRC5; CDK1; TPX2; TTK; DEPDC1; KIF14; NEK2; LAMB1; HELLS; NUSAP1; PRC1; KIF2C; MKI67"
"39","GOBP_DNA_CONFORMATION_CHANGE",1.1802459762633e-09,2.40298080767207e-07,0.788186810800237,0.495672145081113,2.50310721164887,87,"ACIN1; NASP; NCAPH; TASOR; SMC4; H1-1; H2AX; SIN3A; SAMD1; KAT6B; HMGB1; BRIP1; HMGB2; NCAPG; SMC2; POLQ; NCAPD2; H1-2; PPM1D; RECQL; RSF1; NCAPG2; DNMT1; CDK1; TSPYL4; MRE11; HELLS; BLM; RIF1; H2BC4; NUSAP1; CDC45; H1-0"
"40","TANG_SENESCENCE_TP53_TARGETS_DN",2.3982854218656e-07,2.50405595841968e-05,0.674962860011025,0.602137440325411,2.49352328955033,39,"KIF4A; BUB1; KIF11; SMC4; FBXO5; PBK; DBF4; KIF23; PLK4; CENPE; SPAG5; BIRC5; CDK1; TPX2; TTK; NEK2; MRE11; CENPA; NUSAP1; PRC1; KIF20A; TCF4; PTTG1; TK1; MAF; MAP1B"
"41","DACOSTA_UV_RESPONSE_VIA_ERCC3_DN",2.06813063357491e-15,1.6842855879834e-12,1.00731795687447,0.417171364766522,2.48463833793392,244,"FXR1; TASOR; HMMR; KIF11; CKAP5; BUB1B; HLTF; DLGAP5; PDS5B; PLCE1; KAT6B; SYNE2; KPNA3; DBF4; RB1CC1; KIF23; SPC25; CENPE; MPHOSPH9; NIPBL; KIAA1109; CEP135; PTPN4; PUM1; SMARCA1; NEK7; MED13L; SOS2; WDHD1; MTF2; ACSL3; CASP8; TCF7L2; ZMYND8; HOXB2; SPAG9; SMARCA2; ZBTB20; TTK; PHIP; KDM5A; PPP2R5E; BHLHE40; MYBL1; ROCK2; KIF14; AMPH; CREB3L2; CENPA; BLM; RIF1; ZBTB11; SLC25A13; PTPN13; KDM5B; NCOA2; DDX17; TOGARAM1; RNF13; SEC14L1; PTPRA; ALCAM; MELK; GIGYF2; PMM2; BRCA1; MTIF2; PLOD2; TIA1; ABI1; NAV3; CLIP1; ITGA6; COL5A2; TGIF1; MALT1; EIF3A; SGMS1; CHST3; WAPL; MYO1B; NSMAF; THOC2; MTAP; NPEPPS; BAZ2B; XPO6; GARRE1; TGFB2; NUAK1; ENC1; PLPP3; VLDLR; SLC16A7; PSD3; ARHGAP29; MAP1B; RUNX1; ATXN2; BMP2K; CRIM1; TRIM24; ARHGAP11A; TRIO; RIN2; GLRB; LRRFIP1"
"42","GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP",1.77841309082573e-09,3.36823167713599e-07,0.788186810800237,0.480842553685558,2.45646719232933,94,"KIF4A; BUB1; HMMR; KIF11; ASPM; BUB1B; FBXO5; H2AX; DLGAP5; CEP55; PBK; SPC25; NCAPG; SMC2; H1-2; FANCI; E2F8; RANBP1; SPAG5; CENPU; BIRC5; CDK1; TPX2; TTK; TPM1; RRM1; NEK2; CENPA; ABCD3; NUSAP1; SLC25A13; PRC1; KIF2C; CDC45; CEP76; MELK; PROS1; BRCA1; DHFR"
